1.000000000000000000e+00,6.130639438883632053e+00,5.431132137948267768e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.954147725699090010e+00,5.766517705463360954e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.957862697990757184e+00,4.999142254137339592e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.836301767914251926e+00,3.530362236319323443e+00,-1.000000000000000000e+00
1.000000000000000000e+00,7.654233302361327596e+00,7.080746651640471789e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.905504867165841887e+00,4.325996498039402560e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.797922508433757116e+00,3.889847963025611755e+00,-1.000000000000000000e+00
1.000000000000000000e+00,7.397605810456902020e+00,5.259584197510568160e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.652559564836861838e+00,7.629478671308866033e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.279331625765898650e+00,6.528763937639211257e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.072631089111128588e+00,3.583140462734559772e+00,-1.000000000000000000e+00
1.000000000000000000e+00,4.347010498294688219e+00,7.421126880095800793e-01,-1.000000000000000000e+00
1.000000000000000000e+00,3.420041722215303004e+00,2.414074065556679916e+00,-1.000000000000000000e+00
1.000000000000000000e+00,6.677028571103543086e+00,6.672158958183331379e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.678103207020315679e+00,2.344505931839185653e+00,-1.000000000000000000e+00
1.000000000000000000e+00,5.319416160408763972e+00,7.802735754410496938e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.526181261964321578e+00,3.041357692754235398e+00,-1.000000000000000000e+00
1.000000000000000000e+00,2.587270683456603937e+00,3.824541598631207684e+00,-1.000000000000000000e+00
1.000000000000000000e+00,1.305275877283767816e+00,5.070251058864281291e-01,-1.000000000000000000e+00
1.000000000000000000e+00,5.393052439725330771e+00,6.216027739336430713e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.386078527508148639e-01,2.015590068382406397e+00,-1.000000000000000000e+00
1.000000000000000000e+00,4.949657328643599641e-01,2.098466512192993960e+00,-1.000000000000000000e+00
1.000000000000000000e+00,6.331740815509165898e+00,6.266546728424233770e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.805516964973672867e+00,4.367083712551020014e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.003236238794154467e-01,2.724486611350726672e+00,-1.000000000000000000e+00
1.000000000000000000e+00,1.556106475530102173e+00,8.502450995687942381e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.818561206838696709e+00,1.257257005138807004e+00,-1.000000000000000000e+00
1.000000000000000000e+00,1.581479011252716838e+00,9.932861462664532848e-01,-1.000000000000000000e+00
1.000000000000000000e+00,6.186289188303530473e+00,5.990686371306045643e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.036027277136652103e-01,9.040190661675600037e-01,-1.000000000000000000e+00
1.000000000000000000e+00,6.763006761677950784e+00,4.835207869401971337e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.278390283832809615e+00,5.298712517826603019e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.600049039332298584e+00,5.248370222141041097e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.880432926388121651e+00,6.261564265965805731e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.446935237463684132e+00,4.811068996389740171e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.370854968524419348e+00,3.247260101208577776e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.581931965418248431e+00,9.716231571547195855e-02,-1.000000000000000000e+00
1.000000000000000000e+00,5.670344778955022313e+00,5.471744795168888231e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.433258813819942468e+00,6.552837079131769826e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.560912910990927216e+00,5.606968763785469712e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.733492782002210575e+00,2.502280626938994335e+00,-1.000000000000000000e+00
1.000000000000000000e+00,7.743421470714561217e+00,4.635430814807935285e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.112388675383749748e+00,2.461633543248665568e+00,-1.000000000000000000e+00
